"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.122599145E2,6.499140406E1,2.550609631E1,2.284028377E1,1.470000029E0,3.582999878E2,4.281065941E0,4.000000000E0
2.132592780E2,6.499141494E1,2.550610566E1,2.220534385E1,1.320000052E0,8.699999809E0,4.217779160E0,4.000000000E0
2.142527067E2,6.499142219E1,2.550611487E1,2.153323019E1,1.009999990E0,1.989999962E1,4.241476059E0,4.000000000E0
2.152572840E2,6.499142882E1,2.550611990E1,2.121005449E1,9.399999976E-1,9.500000000E0,4.157065392E0,4.000000000E0
2.162596435E2,6.499143765E1,2.550612136E1,1.988730852E1,1.220000029E0,3.200000048E0,4.078436852E0,4.000000000E0
2.172529668E2,6.499145001E1,2.550611563E1,1.982262336E1,1.519999981E0,3.410000000E2,4.041587830E0,4.000000000E0
2.182530708E2,6.499146354E1,2.550611052E1,1.938965307E1,1.590000033E0,3.575000000E2,4.018807411E0,3.000000000E0
2.192653315E2,6.499147731E1,2.550611665E1,2.135450870E1,1.590000033E0,1.580000019E1,4.178931236E0,4.000000000E0
2.202650967E2,6.499149043E1,2.550611479E1,2.054189894E1,1.720000029E0,3.430000000E2,4.086169243E0,3.000000000E0
2.212523941E2,6.499150303E1,2.550611314E1,2.079966221E1,1.409999967E0,5.300000191E0,4.119094372E0,4.000000000E0
2.222515322E2,6.499151202E1,2.550611535E1,2.044414041E1,9.100000262E-1,1.299999952E0,4.146140099E0,4.000000000E0
2.232680235E2,6.499152033E1,2.550611629E1,2.049871336E1,9.399999976E-1,4.099999905E0,3.971540928E0,3.000000000E0
2.242561944E2,6.499153164E1,2.550612226E1,2.143426987E1,1.289999962E0,7.000000000E0,3.854357481E0,3.000000000E0
2.252625178E2,6.499154430E1,2.550612590E1,2.257911748E1,1.370000005E0,3.545000000E2,3.809554100E0,3.000000000E0
2.262566400E2,6.499155392E1,2.550612656E1,2.240914333E1,9.200000167E-1,3.557000122E2,3.820573807E0,3.000000000E0
2.272582061E2,6.499156124E1,2.550614105E1,2.067312525E1,9.499999881E-1,2.000000030E-1,3.790092468E0,3.000000000E0
2.282558627E2,6.499156951E1,2.550615548E1,2.038058950E1,1.000000000E0,2.210000038E1,3.790092468E0,3.000000000E0
2.292556067E2,6.499157731E1,2.550616501E1,1.958524633E1,9.200000167E-1,8.500000000E0,3.790092468E0,3.000000000E0
2.302577205E2,6.499158422E1,2.550619206E1,1.806474139E1,1.080000043E0,1.080000019E1,3.790092468E0,3.000000000E0
2.312503665E2,6.499159231E1,2.550621174E1,2.183427755E1,9.499999881E-1,1.050000000E1,3.790092468E0,3.000000000E0
2.322650267E2,6.499160019E1,2.550622874E1,1.950804970E1,9.100000262E-1,3.039999962E1,3.790092468E0,3.000000000E0
2.332556528E2,6.499160877E1,2.550623897E1,1.831848108E1,9.800000191E-1,6.599999905E0,3.790092468E0,3.000000000E0
2.342576811E2,6.499162212E1,2.550624406E1,1.748719388E1,1.840000033E0,7.099999905E0,3.790092468E0,3.000000000E0
2.352550599E2,6.499163772E1,2.550624796E1,1.738521799E1,1.559999943E0,7.300000191E0,3.790092468E0,3.000000000E0
2.362533178E2,6.499165162E1,2.550625102E1,1.700839933E1,1.490000010E0,7.000000000E0,3.790092468E0,3.000000000E0
2.372573943E2,6.499166514E1,2.550625442E1,1.710100166E1,1.460000038E0,8.800000191E0,3.790092468E0,3.000000000E0
2.382615087E2,6.499167892E1,2.550625786E1,1.713494944E1,1.429999948E0,6.400000095E0,3.790092468E0,3.000000000E0
2.392570596E2,6.499169383E1,2.550626113E1,1.723878354E1,1.590000033E0,5.900000095E0,3.790092468E0,3.000000000E0
2.402568094E2,6.499170889E1,2.550625977E1,1.770992794E1,1.639999986E0,3.462000122E2,3.790092468E0,3.000000000E0
2.412552317E2,6.499172389E1,2.550625407E1,1.835483994E1,1.649999976E0,3.405000000E2,3.790092468E0,3.000000000E0
2.422526943E2,6.499173931E1,2.550626236E1,1.935906448E1,1.820000052E0,1.629999924E1,3.790092468E0,3.000000000E0
2.432577826E2,6.499175560E1,2.550627817E1,2.010962675E1,1.700000048E0,1.460000038E1,3.790092468E0,3.000000000E0
2.442539044E2,6.499177130E1,2.550629177E1,2.031209306E1,1.720000029E0,1.530000019E1,3.790092468E0,3.000000000E0
2.452569025E2,6.499178591E1,2.550630086E1,2.060037437E1,1.720000029E0,4.000000000E0,3.790092468E0,3.000000000E0
2.462534992E2,6.499180080E1,2.550631107E1,2.117027201E1,1.659999967E0,1.660000038E1,3.790092468E0,3.000000000E0
2.472596152E2,6.499181423E1,2.550632037E1,2.137060056E1,1.409999967E0,9.899999619E0,3.790092468E0,3.000000000E0
2.482625788E2,6.499182583E1,2.550632733E1,2.118274412E1,1.240000010E0,1.500000000E1,3.790092468E0,3.000000000E0
2.492540093E2,6.499183512E1,2.550633210E1,1.922413389E1,9.300000072E-1,1.419999981E1,3.790092468E0,3.000000000E0
2.502505009E2,6.499184489E1,2.550633701E1,1.864772623E1,1.230000019E0,1.250000000E1,3.790092468E0,3.000000000E0
2.512596149E2,6.499185691E1,2.550634226E1,1.841446025E1,1.419999957E0,1.050000000E1,3.790092468E0,3.000000000E0
2.522623216E2,6.499187042E1,2.550634323E1,1.823051259E1,1.440000057E0,3.557999878E2,3.790092468E0,3.000000000E0
2.532512844E2,6.499188395E1,2.550634849E1,1.830175239E1,1.519999981E0,1.519999981E1,3.790092468E0,3.000000000E0
2.542568726E2,6.499189802E1,2.550635566E1,1.818909352E1,1.549999952E0,8.199999809E0,3.790092468E0,3.000000000E0
2.552562396E2,6.499191249E1,2.550636276E1,1.907301705E1,1.620000005E0,1.369999981E1,3.790092468E0,3.000000000E0
2.562592012E2,6.499192781E1,2.550636759E1,1.949917799E1,1.649999976E0,4.699999809E0,3.790092468E0,3.000000000E0
2.572536774E2,6.499194355E1,2.550637201E1,1.982188477E1,1.720000029E0,8.899999619E0,3.790092468E0,3.000000000E0
2.582480822E2,6.499195924E1,2.550637723E1,2.071923740E1,1.750000000E0,8.199999809E0,3.790092468E0,3.000000000E0
2.592570302E2,6.499197534E1,2.550638145E1,2.168592648E1,1.759999990E0,5.099999905E0,3.790092468E0,3.000000000E0
2.602592718E2,6.499199120E1,2.550638631E1,2.176321095E1,1.799999952E0,7.900000095E0,3.790092468E0,3.000000000E0
2.612501827E2,6.499200707E1,2.550638857E1,2.185538835E1,1.789999962E0,3.588999939E2,3.790092468E0,3.000000000E0
2.622492747E2,6.499202310E1,2.550638926E1,2.290825945E1,1.799999952E0,3.568999939E2,3.790092468E0,3.000000000E0
2.632600873E2,6.499203969E1,2.550639515E1,2.279487064E1,1.809999943E0,1.069999981E1,3.790092468E0,3.000000000E0
2.642625764E2,6.499205670E1,2.550639756E1,2.321450268E1,1.789999962E0,3.556000061E2,3.790092468E0,3.000000000E0
2.652601947E2,6.499207315E1,2.550639800E1,2.329648797E1,1.799999952E0,3.596000061E2,3.790092468E0,3.000000000E0
2.662551519E2,6.499208829E1,2.550640559E1,2.405107856E1,1.720000029E0,9.000000000E0,3.790092468E0,3.000000000E0
2.672585926E2,6.499210274E1,2.550641419E1,2.382898382E1,1.610000014E0,8.100000381E0,3.790092468E0,3.000000000E0
2.682530188E2,6.499211634E1,2.550642682E1,2.387794491E1,1.730000019E0,2.539999962E1,3.790092468E0,3.000000000E0
2.692537734E2,6.499213041E1,2.550643407E1,2.429812293E1,1.620000005E0,6.300000191E0,3.790092468E0,3.000000000E0
2.702540029E2,6.499214007E1,2.550643792E1,2.349204002E1,9.300000072E-1,2.360000038E1,3.790092468E0,3.000000000E0
2.712594052E2,6.499214731E1,2.550644125E1,2.303153600E1,9.200000167E-1,1.650000000E1,3.790092468E0,3.000000000E0
2.722592085E2,6.499215652E1,2.550644698E1,2.166252518E1,9.700000286E-1,1.480000019E1,3.790092468E0,3.000000000E0
2.732569441E2,6.499216516E1,2.550645128E1,2.122918297E1,9.200000167E-1,8.600000381E0,3.790092468E0,3.000000000E0
2.742566169E2,6.499217333E1,2.550645830E1,2.110119886E1,9.200000167E-1,1.850000000E1,3.790092468E0,3.000000000E0
2.752615046E2,6.499218178E1,2.550646426E1,2.109382062E1,9.200000167E-1,1.110000038E1,3.790092468E0,3.000000000E0
2.762516472E2,6.499219052E1,2.550646702E1,2.028413592E1,9.599999785E-1,4.300000191E0,3.790092468E0,3.000000000E0
2.772557300E2,6.499220027E1,2.550646946E1,2.025228423E1,9.200000167E-1,9.000000000E0,3.790092468E0,3.000000000E0
2.782625184E2,6.499221054E1,2.550647354E1,1.942667059E1,9.200000167E-1,1.500000000E1,3.790092468E0,3.000000000E0
2.792619521E2,6.499222085E1,2.550647938E1,1.875547571E1,9.900000095E-1,2.229999924E1,3.790092468E0,3.000000000E0
2.802663970E2,6.499223134E1,2.550648087E1,1.831194269E1,1.059999943E0,3.568999939E2,3.790092468E0,3.000000000E0
2.812536621E2,6.499224208E1,2.550648458E1,1.771099995E1,9.200000167E-1,1.089999962E1,3.790092468E0,3.000000000E0
2.822525639E2,6.499225138E1,2.550649131E1,1.626618342E1,9.100000262E-1,1.089999962E1,3.790092468E0,3.000000000E0
2.832577386E2,6.499226079E1,2.550649859E1,1.650117650E1,9.200000167E-1,1.829999924E1,3.790092468E0,3.000000000E0
2.842568293E2,6.499226972E1,2.550650454E1,1.661879870E1,9.100000262E-1,1.180000019E1,3.790092468E0,3.000000000E0
2.852677872E2,6.499227891E1,2.550650673E1,1.603683666E1,9.100000262E-1,3.585000000E2,3.790092468E0,3.000000000E0
2.862591546E2,6.499228891E1,2.550651279E1,1.567002379E1,1.019999981E0,2.289999962E1,3.790092468E0,4.000000000E0
2.872588907E2,6.499229979E1,2.550651818E1,1.378172744E1,9.800000191E-1,9.199999809E0,3.790092468E0,4.000000000E0
2.882492468E2,6.499231183E1,2.550652122E1,1.365899643E1,1.230000019E0,7.000000000E0,3.790092468E0,4.000000000E0
2.892570100E2,6.499232626E1,2.550652653E1,1.298420434E1,1.539999962E0,1.189999962E1,3.790092468E0,4.000000000E0
2.902614775E2,6.499234205E1,2.550653235E1,1.314162779E1,1.559999943E0,6.699999809E0,3.790092468E0,4.000000000E0
2.912565267E2,6.499235833E1,2.550653758E1,1.264457178E1,1.580000043E0,4.599999905E0,3.790092468E0,3.000000000E0
2.922507585E2,6.499237398E1,2.550654382E1,1.215514446E1,1.549999952E0,5.699999809E0,3.790092468E0,3.000000000E0
2.932594926E2,6.499238905E1,2.550654942E1,1.169031386E1,1.570000052E0,2.900000095E0,3.790092468E0,3.000000000E0
2.942631099E2,6.499240414E1,2.550655523E1,1.316304428E1,1.590000033E0,6.300000191E0,3.790092468E0,3.000000000E0
2.952520801E2,6.499241963E1,2.550656381E1,1.304788409E1,1.649999976E0,1.130000019E1,3.790092468E0,3.000000000E0
2.962535263E2,6.499243428E1,2.550657124E1,1.272599721E1,1.690000057E0,7.000000000E0,3.790092468E0,3.000000000E0
2.972580104E2,6.499244914E1,2.550657452E1,1.382183565E1,1.720000029E0,3.592999878E2,3.790092468E0,4.000000000E0
2.982675344E2,6.499246364E1,2.550658424E1,1.379590781E1,1.669999957E0,5.699999809E0,3.790092468E0,4.000000000E0
2.992533313E2,6.499247822E1,2.550659602E1,1.429836111E1,1.720000029E0,5.599999905E0,3.790092468E0,3.000000000E0
