"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.062998427E2,6.498816164E1,2.551037998E1,3.046284329E1,1.169999957E0,2.913999939E2,3.790092468E0,4.000000000E0
2.072942905E2,6.498816077E1,2.551035140E1,2.986659376E1,1.389999986E0,2.583999939E2,3.790092468E0,4.000000000E0
2.082929438E2,6.498815768E1,2.551032361E1,3.086952420E1,1.210000038E0,2.563999939E2,3.790092468E0,4.000000000E0
2.092972137E2,6.498815730E1,2.551029697E1,2.967976901E1,1.200000048E0,2.730000000E2,3.790092468E0,4.000000000E0
2.102994972E2,6.498815981E1,2.551027167E1,2.921187910E1,1.190000057E0,2.886000061E2,3.790092468E0,4.000000000E0
2.113040278E2,6.498816105E1,2.551024533E1,2.972451794E1,1.269999981E0,2.672000122E2,3.790092468E0,4.000000000E0
2.122963795E2,6.498816238E1,2.551021852E1,2.935416132E1,1.250000000E0,2.786000061E2,3.790092468E0,4.000000000E0
2.132919060E2,6.498816541E1,2.551019359E1,2.922098864E1,1.200000048E0,2.875000000E2,3.790092468E0,3.000000000E0
2.142972522E2,6.498816792E1,2.551016824E1,2.841734434E1,1.259999990E0,2.787999878E2,3.790092468E0,3.000000000E0
2.153064630E2,6.498817023E1,2.551014350E1,2.827922712E1,1.210000038E0,2.848999939E2,3.790092468E0,3.000000000E0
2.162934915E2,6.498817155E1,2.551012099E1,2.785070343E1,1.210000038E0,2.762999878E2,3.790092468E0,3.000000000E0
2.173001340E2,6.498817302E1,2.551009607E1,2.736053468E1,1.200000048E0,2.771000061E2,3.790092468E0,3.000000000E0
2.183027089E2,6.498817536E1,2.551007086E1,2.747491999E1,1.200000048E0,2.802000122E2,3.790092468E0,3.000000000E0
2.192940358E2,6.498817756E1,2.551004435E1,2.792353386E1,1.250000000E0,2.733999939E2,3.790092468E0,3.000000000E0
2.202920782E2,6.498818020E1,2.551001765E1,2.834382784E1,1.210000038E0,2.756000061E2,3.790092468E0,3.000000000E0
2.213014293E2,6.498818295E1,2.550998864E1,2.891219351E1,1.159999967E0,2.762999878E2,3.790092468E0,3.000000000E0
2.222963902E2,6.498818684E1,2.550996035E1,2.892385849E1,1.250000000E0,2.855000000E2,3.790092468E0,3.000000000E0
2.232977683E2,6.498819023E1,2.550993292E1,2.822403607E1,1.230000019E0,2.822000122E2,3.790092468E0,3.000000000E0
2.242954179E2,6.498819185E1,2.550990575E1,2.759403621E1,1.220000029E0,2.672999878E2,3.790092468E0,3.000000000E0
2.252999272E2,6.498819459E1,2.550987917E1,2.780186689E1,1.269999981E0,2.835000000E2,3.790092468E0,3.000000000E0
2.262907549E2,6.498819985E1,2.550985467E1,2.731768302E1,1.259999990E0,2.985000000E2,3.790092468E0,3.000000000E0
2.272899591E2,6.498820429E1,2.550983003E1,2.731769031E1,1.220000029E0,2.865000000E2,3.790092468E0,3.000000000E0
2.282936069E2,6.498820757E1,2.550980519E1,2.745002077E1,1.210000038E0,2.858999939E2,3.790092468E0,3.000000000E0
2.292968995E2,6.498821082E1,2.550978310E1,2.719398415E1,1.210000038E0,2.878999939E2,3.790092468E0,3.000000000E0
2.302948243E2,6.498821376E1,2.550975762E1,2.630049652E1,1.240000010E0,2.827999878E2,3.790092468E0,3.000000000E0
2.312962167E2,6.498821677E1,2.550972785E1,2.588808860E1,1.220000029E0,2.922999878E2,3.790092468E0,3.000000000E0
2.323032163E2,6.498821976E1,2.550969914E1,2.631625671E1,1.269999981E0,2.903999939E2,3.790092468E0,4.000000000E0
2.332948955E2,6.498822429E1,2.550967262E1,2.679526823E1,1.269999981E0,3.022000122E2,3.790092468E0,4.000000000E0
2.342980913E2,6.498822792E1,2.550964655E1,2.678825591E1,1.230000019E0,2.886000061E2,3.790092468E0,4.000000000E0
2.353017370E2,6.498823276E1,2.550962180E1,2.694591739E1,1.289999962E0,3.060000000E2,3.790092468E0,4.000000000E0
2.362954132E2,6.498823668E1,2.550959522E1,2.735400551E1,1.309999943E0,2.838999939E2,3.790092468E0,4.000000000E0
2.372975790E2,6.498824167E1,2.550956963E1,2.751081274E1,1.330000043E0,3.061000061E2,3.790092468E0,4.000000000E0
2.383027325E2,6.498824611E1,2.550954514E1,2.732368622E1,1.230000019E0,2.903999939E2,3.790092468E0,3.000000000E0
2.392943587E2,6.498824945E1,2.550951937E1,2.624330934E1,1.269999981E0,2.902999878E2,3.790092468E0,3.000000000E0
2.402913974E2,6.498825450E1,2.550949483E1,2.573806816E1,1.279999971E0,3.035000000E2,3.790092468E0,4.000000000E0
2.412960526E2,6.498825731E1,2.550946906E1,2.491965368E1,1.230000019E0,2.748999939E2,3.790092468E0,4.000000000E0
2.422985937E2,6.498826086E1,2.550944385E1,2.480973591E1,1.230000019E0,2.985000000E2,3.790092468E0,3.000000000E0
2.432985640E2,6.498826318E1,2.550941533E1,2.392253471E1,1.419999957E0,2.687999878E2,3.790092468E0,4.000000000E0
2.442962288E2,6.498826930E1,2.550938666E1,2.355346448E1,1.570000052E0,3.088999939E2,3.790092468E0,4.000000000E0
2.452927311E2,6.498827590E1,2.550935859E1,2.203681161E1,1.299999952E0,2.947000122E2,3.790092468E0,3.000000000E0
2.462950096E2,6.498828129E1,2.550933167E1,2.070655883E1,1.250000000E0,3.013999939E2,3.790092468E0,3.000000000E0
2.472948028E2,6.498828709E1,2.550930819E1,2.084212631E1,1.159999967E0,3.062000122E2,3.790092468E0,3.000000000E0
2.482908439E2,6.498829320E1,2.550928512E1,2.099722526E1,1.210000038E0,3.076000061E2,3.790092468E0,3.000000000E0
2.492944909E2,6.498829863E1,2.550925977E1,2.122263638E1,1.250000000E0,2.988999939E2,3.790092468E0,3.000000000E0
2.502986045E2,6.498830366E1,2.550923361E1,2.243016394E1,1.250000000E0,3.007999878E2,3.790092468E0,3.000000000E0
2.512982687E2,6.498830842E1,2.550920701E1,2.107165127E1,1.299999952E0,2.885000000E2,3.790092468E0,3.000000000E0
2.523060038E2,6.498831339E1,2.550918032E1,2.096020912E1,1.259999990E0,2.960000000E2,3.790092468E0,3.000000000E0
2.532918516E2,6.498831972E1,2.550915461E1,2.108192239E1,1.269999981E0,3.007999878E2,3.790092468E0,3.000000000E0
2.542918996E2,6.498832671E1,2.550913171E1,2.154158756E1,1.269999981E0,3.093999939E2,3.790092468E0,3.000000000E0
2.552980077E2,6.498833452E1,2.550910864E1,2.182852401E1,1.279999971E0,3.105000000E2,3.790092468E0,3.000000000E0
2.562926557E2,6.498834237E1,2.550908613E1,2.172489647E1,1.299999952E0,3.166000061E2,3.790092468E0,3.000000000E0
2.572912460E2,6.498834975E1,2.550906232E1,2.247844639E1,1.269999981E0,3.052999878E2,3.790092468E0,3.000000000E0
2.582925281E2,6.498835535E1,2.550903456E1,2.237640437E1,1.370000005E0,2.940000000E2,3.790092468E0,3.000000000E0
2.592992723E2,6.498836174E1,2.550900841E1,2.237824471E1,1.279999971E0,3.050000000E2,3.790092468E0,3.000000000E0
2.602997957E2,6.498836917E1,2.550898665E1,2.287202879E1,1.289999962E0,3.162999878E2,3.790092468E0,3.000000000E0
2.612937981E2,6.498837752E1,2.550896411E1,2.243173178E1,1.389999986E0,3.100000000E2,3.790092468E0,3.000000000E0
2.622969341E2,6.498838438E1,2.550893827E1,2.296756909E1,1.269999981E0,2.981000061E2,3.790092468E0,3.000000000E0
2.632956229E2,6.498839166E1,2.550891034E1,2.343999153E1,1.379999995E0,3.182999878E2,3.790092468E0,3.000000000E0
2.642921796E2,6.498840055E1,2.550888760E1,2.318383811E1,1.289999962E0,3.182999878E2,3.790092468E0,4.000000000E0
2.652967232E2,6.498840998E1,2.550886953E1,2.285609035E1,1.269999981E0,3.282000122E2,3.790092468E0,4.000000000E0
2.662992516E2,6.498841809E1,2.550884821E1,2.298555615E1,1.210000038E0,3.120000000E2,3.790092468E0,4.000000000E0
2.672932201E2,6.498842580E1,2.550882541E1,2.297836406E1,1.269999981E0,3.152000122E2,3.790092468E0,4.000000000E0
2.682904297E2,6.498843467E1,2.550880295E1,2.355595083E1,1.289999962E0,3.167999878E2,3.790092468E0,4.000000000E0
2.692969490E2,6.498844674E1,2.550878591E1,2.299120585E1,1.659999967E0,3.382000122E2,3.790092468E0,4.000000000E0
2.703036515E2,6.498846193E1,2.550876209E1,2.266730936E1,2.079999924E0,3.256000061E2,3.790092468E0,4.000000000E0
2.712921740E2,6.498847826E1,2.550873401E1,2.372457902E1,2.130000114E0,3.281000061E2,3.790092468E0,4.000000000E0
2.723021106E2,6.498849473E1,2.550870577E1,2.421092597E1,2.220000029E0,3.262000122E2,3.790092468E0,4.000000000E0
2.733035107E2,6.498850714E1,2.550866574E1,2.483594259E1,2.279999971E0,2.986000061E2,3.790092468E0,3.000000000E0
2.742997003E2,6.498851889E1,2.550862491E1,2.559523605E1,2.269999981E0,3.082000122E2,3.790092468E0,3.000000000E0
2.753010619E2,6.498853400E1,2.550859060E1,2.570420217E1,2.319999933E0,3.182000122E2,3.790092468E0,3.000000000E0
2.762913242E2,6.498854798E1,2.550855438E1,2.579949562E1,2.289999962E0,3.027000122E2,3.790092468E0,3.000000000E0
2.773015685E2,6.498856280E1,2.550852116E1,2.508955263E1,2.460000038E0,3.216000061E2,3.790092468E0,3.000000000E0
2.782977933E2,6.498857793E1,2.550849003E1,2.516403349E1,2.299999952E0,3.122999878E2,3.790092468E0,3.000000000E0
2.792947769E2,6.498859088E1,2.550845708E1,2.610325868E1,2.190000057E0,3.110000000E2,3.790092468E0,3.000000000E0
2.803005612E2,6.498860120E1,2.550842412E1,2.591626073E1,2.000000000E0,2.982000122E2,3.790092468E0,3.000000000E0
2.812955673E2,6.498860927E1,2.550839129E1,2.620942428E1,1.909999967E0,2.962999878E2,3.790092468E0,3.000000000E0
2.823003998E2,6.498861886E1,2.550837410E1,2.668697440E1,1.570000052E0,3.230000000E2,3.790092468E0,3.000000000E0
2.832948029E2,6.498862661E1,2.550836293E1,2.708523738E1,1.340000033E0,3.072999878E2,3.790092468E0,3.000000000E0
2.842976178E2,6.498863422E1,2.550835367E1,2.658231590E1,1.250000000E0,3.227999878E2,3.790092468E0,3.000000000E0
2.852964025E2,6.498864340E1,2.550834677E1,2.683763530E1,1.320000052E0,3.337000122E2,3.790092468E0,3.000000000E0
2.862956312E2,6.498865173E1,2.550833010E1,2.682684191E1,1.559999943E0,3.037000122E2,3.790092468E0,3.000000000E0
2.872920241E2,6.498865957E1,2.550831496E1,2.617346974E1,1.240000010E0,3.247999878E2,3.790092468E0,3.000000000E0
2.882939892E2,6.498866754E1,2.550830512E1,2.598457455E1,1.240000010E0,3.216000061E2,3.790092468E0,3.000000000E0
2.893015074E2,6.498867508E1,2.550829446E1,2.564547155E1,1.220000029E0,3.198999939E2,3.790092468E0,3.000000000E0
2.902981794E2,6.498868605E1,2.550829232E1,2.535849462E1,1.320000052E0,3.415000000E2,3.790092468E0,3.000000000E0
2.913037467E2,6.498869672E1,2.550828762E1,2.654545574E1,1.259999990E0,3.308999939E2,3.790092468E0,3.000000000E0
2.923020860E2,6.498870587E1,2.550827454E1,2.726299515E1,1.250000000E0,3.158999939E2,3.790092468E0,3.000000000E0
2.932955334E2,6.498871909E1,2.550826999E1,2.758252696E1,1.679999948E0,3.571000061E2,3.790092468E0,3.000000000E0
2.942962625E2,6.498873218E1,2.550825960E1,2.687080940E1,1.509999990E0,3.230000000E2,3.790092468E0,3.000000000E0
2.952987033E2,6.498874285E1,2.550824966E1,2.645779561E1,1.240000010E0,3.451000061E2,3.790092468E0,3.000000000E0
2.962969150E2,6.498875111E1,2.550823052E1,2.631699759E1,1.600000024E0,3.008999939E2,3.790092468E0,3.000000000E0
2.973002841E2,6.498876262E1,2.550821541E1,2.591722987E1,1.679999948E0,3.447000122E2,3.790092468E0,3.000000000E0
2.982917999E2,6.498877343E1,2.550820633E1,2.538068094E1,1.220000029E0,3.352999878E2,3.790092468E0,3.000000000E0
2.992964339E2,6.498878318E1,2.550820092E1,2.547358613E1,1.269999981E0,3.496000061E2,3.790092468E0,3.000000000E0
